element_id,original_id,tag,carrier,host_or_staff
e5273625c2f78fe03,e5273625c2f78fe03,pedal,md,1
e663aa5d72864987e,e663aa5d72864987e,pedal,md,1
ne80131342b346cd0--slur--stop--1,ne80131342b346cd0--slur--stop--1,slur,stamp,ne80131342b346cd0
n29c4683ef77fd37b--slur--stop--1,n29c4683ef77fd37b--slur--stop--1,slur,stamp,n29c4683ef77fd37b
n854a5e1d282b6498--slur--start--1,n854a5e1d282b6498--slur--start--1,slur,stamp,n854a5e1d282b6498
n27dbcf757c196f6d--slur--stop--1,n27dbcf757c196f6d--slur--stop--1,slur,stamp,n27dbcf757c196f6d
nb18aa661a67bd6ad--slur--start--1,nb18aa661a67bd6ad--slur--start--1,slur,stamp,nb18aa661a67bd6ad
ece88831957bd787c,ece88831957bd787c,pedal,md,1
e6763ed04db6300a8,e6763ed04db6300a8,pedal,md,1
eac1cd568268a9a59,eac1cd568268a9a59,pedal,md,1
e550fad1143703117,e550fad1143703117,pedal,md,1
n82298645ec86e596--slur--start--1,n82298645ec86e596--slur--start--1,slur,stamp,n82298645ec86e596
n0af18c065e0fe054--accent--1,,accent,derive,n0af18c065e0fe054
nf73d8b974d186178--slur--stop--1,nf73d8b974d186178--slur--stop--1,slur,stamp,nf73d8b974d186178
n5c9e8b765ea38302--slur--start--1,n5c9e8b765ea38302--slur--start--1,slur,stamp,n5c9e8b765ea38302
n5c9e8b765ea38302--staccato--1,,staccato,derive,n5c9e8b765ea38302
n9585997f26931938--staccato--1,,staccato,derive,n9585997f26931938
efb7f7b1b798167f7,efb7f7b1b798167f7,pedal,md,1
ecc4c32bf47bfb7f4,ecc4c32bf47bfb7f4,octave-shift,md,1
n24ca0474fee80229--slur--stop--1,n24ca0474fee80229--slur--stop--1,slur,stamp,n24ca0474fee80229
n24ca0474fee80229--slur--start--2,n24ca0474fee80229--slur--start--2,slur,stamp,n24ca0474fee80229
n6316737ea8da49aa--slur--stop--1,n6316737ea8da49aa--slur--stop--1,slur,stamp,n6316737ea8da49aa
n5e5ad018afe6f156--slur--start--1,n5e5ad018afe6f156--slur--start--1,slur,stamp,n5e5ad018afe6f156
efe3dabb9c103a729,efe3dabb9c103a729,octave-shift,md,1
e2104a224153f2e97,e2104a224153f2e97,pedal,md,2
n30d4b039f93f7de7--slur--stop--1,n30d4b039f93f7de7--slur--stop--1,slur,stamp,n30d4b039f93f7de7
n30d4b039f93f7de7--slur--start--2,n30d4b039f93f7de7--slur--start--2,slur,stamp,n30d4b039f93f7de7
naae8b751bafbcde4--slur--stop--1,naae8b751bafbcde4--slur--stop--1,slur,stamp,naae8b751bafbcde4
naae8b751bafbcde4--slur--start--2,naae8b751bafbcde4--slur--start--2,slur,stamp,naae8b751bafbcde4
n4cef0d037bdf8bca--tie--1,,tie,derive,n4cef0d037bdf8bca
n4cef0d037bdf8bca--tied--start--1,n4cef0d037bdf8bca--tied--start--1,tied,stamp,n4cef0d037bdf8bca
n4cef0d037bdf8bca--slur--stop--1,n4cef0d037bdf8bca--slur--stop--1,slur,stamp,n4cef0d037bdf8bca
nc55b9ab7a1ff22b3--tie--1,,tie,derive,nc55b9ab7a1ff22b3
nc55b9ab7a1ff22b3--tied--start--1,nc55b9ab7a1ff22b3--tied--start--1,tied,stamp,nc55b9ab7a1ff22b3
n1d89813583047121--tie--1,,tie,derive,n1d89813583047121
n1d89813583047121--tied--stop--1,n1d89813583047121--tied--stop--1,tied,stamp,n1d89813583047121
n31d3e96feddc19b3--tie--1,,tie,derive,n31d3e96feddc19b3
n31d3e96feddc19b3--tied--stop--1,n31d3e96feddc19b3--tied--stop--1,tied,stamp,n31d3e96feddc19b3
n4cecdeebd60a7113--slur--start--1,n4cecdeebd60a7113--slur--start--1,slur,stamp,n4cecdeebd60a7113
e8a36af6668727244,e8a36af6668727244,pedal,md,1
e454737013c0a5157,e454737013c0a5157,pedal,md,1
n61e5287963ca7d58--slur--stop--1,n61e5287963ca7d58--slur--stop--1,slur,stamp,n61e5287963ca7d58
n61e5287963ca7d58--slur--start--2,n61e5287963ca7d58--slur--start--2,slur,stamp,n61e5287963ca7d58
n63b961449c8e4ba2--slur--stop--1,n63b961449c8e4ba2--slur--stop--1,slur,stamp,n63b961449c8e4ba2
n63b961449c8e4ba2--slur--start--2,n63b961449c8e4ba2--slur--start--2,slur,stamp,n63b961449c8e4ba2
n1d9663831cd8c7e1--tie--1,,tie,derive,n1d9663831cd8c7e1
n1d9663831cd8c7e1--tied--start--1,n1d9663831cd8c7e1--tied--start--1,tied,stamp,n1d9663831cd8c7e1
n1d9663831cd8c7e1--slur--stop--1,n1d9663831cd8c7e1--slur--stop--1,slur,stamp,n1d9663831cd8c7e1
n78318980d905a49b--tie--1,,tie,derive,n78318980d905a49b
n78318980d905a49b--tied--start--1,n78318980d905a49b--tied--start--1,tied,stamp,n78318980d905a49b
n3132da2ee59f358d--tie--1,,tie,derive,n3132da2ee59f358d
n3132da2ee59f358d--tied--stop--1,n3132da2ee59f358d--tied--stop--1,tied,stamp,n3132da2ee59f358d
n2ee740281c678a06--tie--1,,tie,derive,n2ee740281c678a06
n2ee740281c678a06--tied--stop--1,n2ee740281c678a06--tied--stop--1,tied,stamp,n2ee740281c678a06
nd4eae71f3bb58300--slur--start--1,nd4eae71f3bb58300--slur--start--1,slur,stamp,nd4eae71f3bb58300
ee87edff23b81b075,ee87edff23b81b075,pedal,md,1
e5812e94c351ff5bf,e5812e94c351ff5bf,pedal,md,1
ne4b537bcf9a7a4fe--slur--stop--1,ne4b537bcf9a7a4fe--slur--stop--1,slur,stamp,ne4b537bcf9a7a4fe
ne4b537bcf9a7a4fe--slur--start--2,ne4b537bcf9a7a4fe--slur--start--2,slur,stamp,ne4b537bcf9a7a4fe
n1bb224ac8b96cf14--accent--1,,accent,derive,n1bb224ac8b96cf14
na8f975d310159db1--slur--stop--1,na8f975d310159db1--slur--stop--1,slur,stamp,na8f975d310159db1
nd253fb1da6f6f7d9--slur--start--1,nd253fb1da6f6f7d9--slur--start--1,slur,stamp,nd253fb1da6f6f7d9
nd253fb1da6f6f7d9--staccato--1,,staccato,derive,nd253fb1da6f6f7d9
n1569fc9ca0c12bd6--staccato--1,,staccato,derive,n1569fc9ca0c12bd6
edf02cee7f95c691f,edf02cee7f95c691f,pedal,md,1
e3c9d045f379e6b52,e3c9d045f379e6b52,octave-shift,md,1
na72c9d1146ff248b--slur--stop--1,na72c9d1146ff248b--slur--stop--1,slur,stamp,na72c9d1146ff248b
na72c9d1146ff248b--slur--start--2,na72c9d1146ff248b--slur--start--2,slur,stamp,na72c9d1146ff248b
na18044167343f669--slur--stop--1,na18044167343f669--slur--stop--1,slur,stamp,na18044167343f669
n12f10afb486dcb96--slur--start--1,n12f10afb486dcb96--slur--start--1,slur,stamp,n12f10afb486dcb96
e2702c6250ab77674,e2702c6250ab77674,octave-shift,md,1
e158af61baaea9d72,e158af61baaea9d72,pedal,md,2
n49c1fba12cc2416d--slur--stop--1,n49c1fba12cc2416d--slur--stop--1,slur,stamp,n49c1fba12cc2416d
n49c1fba12cc2416d--slur--start--2,n49c1fba12cc2416d--slur--start--2,slur,stamp,n49c1fba12cc2416d
n60e621e132db89c2--slur--stop--1,n60e621e132db89c2--slur--stop--1,slur,stamp,n60e621e132db89c2
n60e621e132db89c2--slur--start--2,n60e621e132db89c2--slur--start--2,slur,stamp,n60e621e132db89c2
n6a1971d581d6863d--tie--1,,tie,derive,n6a1971d581d6863d
n6a1971d581d6863d--tied--start--1,n6a1971d581d6863d--tied--start--1,tied,stamp,n6a1971d581d6863d
n6a1971d581d6863d--slur--stop--1,n6a1971d581d6863d--slur--stop--1,slur,stamp,n6a1971d581d6863d
nb11f07cecfc8b4b6--tie--1,,tie,derive,nb11f07cecfc8b4b6
nb11f07cecfc8b4b6--tied--start--1,nb11f07cecfc8b4b6--tied--start--1,tied,stamp,nb11f07cecfc8b4b6
nc2b3fb253a09e301--tie--1,,tie,derive,nc2b3fb253a09e301
nc2b3fb253a09e301--tied--stop--1,nc2b3fb253a09e301--tied--stop--1,tied,stamp,nc2b3fb253a09e301
nd479204f0d6caa14--tie--1,,tie,derive,nd479204f0d6caa14
nd479204f0d6caa14--tied--stop--1,nd479204f0d6caa14--tied--stop--1,tied,stamp,nd479204f0d6caa14
n4a166c6394b3e295--slur--start--1,n4a166c6394b3e295--slur--start--1,slur,stamp,n4a166c6394b3e295
e201a9c1a5faad594,e201a9c1a5faad594,words,md,1
e93d792cee275ba80,e93d792cee275ba80,pedal,md,1
eb5f45ed312ba3d47,eb5f45ed312ba3d47,pedal,md,1
n33aefa72b7f4d654--slur--stop--1,n33aefa72b7f4d654--slur--stop--1,slur,stamp,n33aefa72b7f4d654
n33aefa72b7f4d654--slur--start--2,n33aefa72b7f4d654--slur--start--2,slur,stamp,n33aefa72b7f4d654
n4577ae5bac5ac8e2--slur--stop--1,n4577ae5bac5ac8e2--slur--stop--1,slur,stamp,n4577ae5bac5ac8e2
n4577ae5bac5ac8e2--slur--start--2,n4577ae5bac5ac8e2--slur--start--2,slur,stamp,n4577ae5bac5ac8e2
n522a723687c1e5b5--tie--1,,tie,derive,n522a723687c1e5b5
n522a723687c1e5b5--tied--start--1,n522a723687c1e5b5--tied--start--1,tied,stamp,n522a723687c1e5b5
n522a723687c1e5b5--slur--stop--1,n522a723687c1e5b5--slur--stop--1,slur,stamp,n522a723687c1e5b5
n522a723687c1e5b5--slur--start--2,n522a723687c1e5b5--slur--start--2,slur,stamp,n522a723687c1e5b5
n22e4c7037f9b0f8b--tie--1,,tie,derive,n22e4c7037f9b0f8b
n22e4c7037f9b0f8b--tied--stop--1,n22e4c7037f9b0f8b--tied--stop--1,tied,stamp,n22e4c7037f9b0f8b
n062110fa5ce80f28--tie--1,,tie,derive,n062110fa5ce80f28
n062110fa5ce80f28--tied--start--1,n062110fa5ce80f28--tied--start--1,tied,stamp,n062110fa5ce80f28
eba1ba6464e3fc7e7,eba1ba6464e3fc7e7,pedal,md,1
e2c6a9efcf9109515,e2c6a9efcf9109515,words,md,1
ebcfb85c538b4404f,ebcfb85c538b4404f,pedal,md,1
n08bcaa8b4c2be2c9--slur--stop--1,n08bcaa8b4c2be2c9--slur--stop--1,slur,stamp,n08bcaa8b4c2be2c9
n08bcaa8b4c2be2c9--slur--start--2,n08bcaa8b4c2be2c9--slur--start--2,slur,stamp,n08bcaa8b4c2be2c9
n5f480f259cc45fad--slur--stop--1,n5f480f259cc45fad--slur--stop--1,slur,stamp,n5f480f259cc45fad
n45b415ee0bf82771--slur--start--1,n45b415ee0bf82771--slur--start--1,slur,stamp,n45b415ee0bf82771
n753afd8b78712a86--staccato--1,,staccato,derive,n753afd8b78712a86
n258640bdf16c2b4d--tie--1,,tie,derive,n258640bdf16c2b4d
n258640bdf16c2b4d--tied--stop--1,n258640bdf16c2b4d--tied--stop--1,tied,stamp,n258640bdf16c2b4d
e600a0c9673a25a52,e600a0c9673a25a52,words,md,1
e0c5587dda09e7d76,e0c5587dda09e7d76,pedal,md,1
e1eacfa14da9254e4,e1eacfa14da9254e4,octave-shift,md,1
n0117dd4b22a4def9--slur--stop--1,n0117dd4b22a4def9--slur--stop--1,slur,stamp,n0117dd4b22a4def9
n56a725b4ebb20a4f--tie--1,,tie,derive,n56a725b4ebb20a4f
n56a725b4ebb20a4f--tied--start--1,n56a725b4ebb20a4f--tied--start--1,tied,stamp,n56a725b4ebb20a4f
n56a725b4ebb20a4f--slur--stop--1,n56a725b4ebb20a4f--slur--stop--1,slur,stamp,n56a725b4ebb20a4f
na9c0d620b58b0c45--tie--1,,tie,derive,na9c0d620b58b0c45
na9c0d620b58b0c45--tied--start--1,na9c0d620b58b0c45--tied--start--1,tied,stamp,na9c0d620b58b0c45
n36d64f8eaddf8adc--tie--1,,tie,derive,n36d64f8eaddf8adc
n36d64f8eaddf8adc--tied--stop--1,n36d64f8eaddf8adc--tied--stop--1,tied,stamp,n36d64f8eaddf8adc
n787514a5b6b75d40--tie--1,,tie,derive,n787514a5b6b75d40
n787514a5b6b75d40--tied--stop--1,n787514a5b6b75d40--tied--stop--1,tied,stamp,n787514a5b6b75d40
n094261607f8537f2--slur--start--1,n094261607f8537f2--slur--start--1,slur,stamp,n094261607f8537f2
e111b2e86995ae508,e111b2e86995ae508,words,md,1
e8701f8ddcaba5837,e8701f8ddcaba5837,octave-shift,md,1
n8478146dc94e342a--tie--1,,tie,derive,n8478146dc94e342a
n8478146dc94e342a--tied--start--1,n8478146dc94e342a--tied--start--1,tied,stamp,n8478146dc94e342a
n8478146dc94e342a--slur--stop--1,n8478146dc94e342a--slur--stop--1,slur,stamp,n8478146dc94e342a
n6b71ca7757ac9d69--tie--1,,tie,derive,n6b71ca7757ac9d69
n6b71ca7757ac9d69--tied--start--1,n6b71ca7757ac9d69--tied--start--1,tied,stamp,n6b71ca7757ac9d69
n6aa6123aad355066--tie--1,,tie,derive,n6aa6123aad355066
n6aa6123aad355066--tied--stop--1,n6aa6123aad355066--tied--stop--1,tied,stamp,n6aa6123aad355066
n5442c782a857f1af--tie--1,,tie,derive,n5442c782a857f1af
n5442c782a857f1af--tied--stop--1,n5442c782a857f1af--tied--stop--1,tied,stamp,n5442c782a857f1af
n8fa38f687fe461ed--slur--start--1,n8fa38f687fe461ed--slur--start--1,slur,stamp,n8fa38f687fe461ed
n72f0e6086a392238--tie--1,,tie,derive,n72f0e6086a392238
n72f0e6086a392238--tied--start--1,n72f0e6086a392238--tied--start--1,tied,stamp,n72f0e6086a392238
n72f0e6086a392238--slur--start--1,n72f0e6086a392238--slur--start--1,slur,stamp,n72f0e6086a392238
n899be5dd7b5e1343--tie--1,,tie,derive,n899be5dd7b5e1343
n899be5dd7b5e1343--tied--start--1,n899be5dd7b5e1343--tied--start--1,tied,stamp,n899be5dd7b5e1343
na3fa7a9c0935ecfc--slur--stop--1,na3fa7a9c0935ecfc--slur--stop--1,slur,stamp,na3fa7a9c0935ecfc
ea2f2a798350b9e0f,ea2f2a798350b9e0f,words,md,1
e8eca85e5ffa1bff0,e8eca85e5ffa1bff0,pedal,md,2
n318d4158f59dee7b--tie--1,,tie,derive,n318d4158f59dee7b
n318d4158f59dee7b--tied--stop--1,n318d4158f59dee7b--tied--stop--1,tied,stamp,n318d4158f59dee7b
n318d4158f59dee7b--slur--start--1,n318d4158f59dee7b--slur--start--1,slur,stamp,n318d4158f59dee7b
n1c8470bb851ca97a--slur--stop--1,n1c8470bb851ca97a--slur--stop--1,slur,stamp,n1c8470bb851ca97a
n74f5dbdef87b7f99--tie--1,,tie,derive,n74f5dbdef87b7f99
n74f5dbdef87b7f99--tied--stop--1,n74f5dbdef87b7f99--tied--stop--1,tied,stamp,n74f5dbdef87b7f99
n74f5dbdef87b7f99--slur--start--1,n74f5dbdef87b7f99--slur--start--1,slur,stamp,n74f5dbdef87b7f99
n77b402898f525c65--staccato--1,,staccato,derive,n77b402898f525c65
ne7a508b739cd4878--slur--start--1,ne7a508b739cd4878--slur--start--1,slur,stamp,ne7a508b739cd4878
n3500bbe5747829fa--slur--stop--1,n3500bbe5747829fa--slur--stop--1,slur,stamp,n3500bbe5747829fa
ef894b9d7fba50345,ef894b9d7fba50345,dynamics,md,1
e5b1b74b64c938098,e5b1b74b64c938098,pedal,md,1
n75c29e90f0c6734d--tie--1,,tie,derive,n75c29e90f0c6734d
n75c29e90f0c6734d--tied--start--1,n75c29e90f0c6734d--tied--start--1,tied,stamp,n75c29e90f0c6734d
n75c29e90f0c6734d--slur--stop--1,n75c29e90f0c6734d--slur--stop--1,slur,stamp,n75c29e90f0c6734d
n60f001387b39767a--tie--1,,tie,derive,n60f001387b39767a
n60f001387b39767a--tied--stop--1,n60f001387b39767a--tied--stop--1,tied,stamp,n60f001387b39767a
nac8c7e73a71adaee--slur--start--1,nac8c7e73a71adaee--slur--start--1,slur,stamp,nac8c7e73a71adaee
n7cc5d0eb02c820c3--slur--stop--1,n7cc5d0eb02c820c3--slur--stop--1,slur,stamp,n7cc5d0eb02c820c3
nd5950e9876a6a5e5--slur--start--1,nd5950e9876a6a5e5--slur--start--1,slur,stamp,nd5950e9876a6a5e5
n7d9c8ccb30d3ecbd--slur--stop--1,n7d9c8ccb30d3ecbd--slur--stop--1,slur,stamp,n7d9c8ccb30d3ecbd
eee0eb51a6d8be356,eee0eb51a6d8be356,pedal,md,1
ed906cdbc56303335,ed906cdbc56303335,pedal,md,2
n328e4b78f99fb699--slur--start--1,n328e4b78f99fb699--slur--start--1,slur,stamp,n328e4b78f99fb699
n3a0e9f520a62732f--slur--stop--1,n3a0e9f520a62732f--slur--stop--1,slur,stamp,n3a0e9f520a62732f
n6b048548fb2fa8e1--slur--start--1,n6b048548fb2fa8e1--slur--start--1,slur,stamp,n6b048548fb2fa8e1
nc01ddf6d8c88b945--slur--start--1,nc01ddf6d8c88b945--slur--start--1,slur,stamp,nc01ddf6d8c88b945
n68c58b0db81b4a2a--slur--start--1,n68c58b0db81b4a2a--slur--start--1,slur,stamp,n68c58b0db81b4a2a
n4c476814bda242d0--slur--stop--1,n4c476814bda242d0--slur--stop--1,slur,stamp,n4c476814bda242d0
e4001c51a376a239d,e4001c51a376a239d,pedal,md,2
e403b4a47144d8428,e403b4a47144d8428,pedal,md,2
nc228613a2f552ed6--slur--stop--1,nc228613a2f552ed6--slur--stop--1,slur,stamp,nc228613a2f552ed6
nc228613a2f552ed6--slur--stop--2,nc228613a2f552ed6--slur--stop--2,slur,stamp,nc228613a2f552ed6
nb5b9cce4e8cf5e02--slur--start--1,nb5b9cce4e8cf5e02--slur--start--1,slur,stamp,nb5b9cce4e8cf5e02
n1994301789b93c0c--slur--stop--1,n1994301789b93c0c--slur--stop--1,slur,stamp,n1994301789b93c0c
n14c23ec15e5887f4--slur--start--1,n14c23ec15e5887f4--slur--start--1,slur,stamp,n14c23ec15e5887f4
na035da65f1b4ae43--slur--stop--1,na035da65f1b4ae43--slur--stop--1,slur,stamp,na035da65f1b4ae43
ec454cb174b0ee41c,ec454cb174b0ee41c,pedal,md,2
ef805a6af9822fa5d,ef805a6af9822fa5d,pedal,md,2
nc0a065aa560d7dce--accent--1,,accent,derive,nc0a065aa560d7dce
n54502b9a3e3ce7af--slur--start--1,n54502b9a3e3ce7af--slur--start--1,slur,stamp,n54502b9a3e3ce7af
n5539e1d23dcf336b--slur--stop--1,n5539e1d23dcf336b--slur--stop--1,slur,stamp,n5539e1d23dcf336b
e5d0f7f62f6966673,e5d0f7f62f6966673,pedal,md,2
e829a6111e524e811,e829a6111e524e811,pedal,md,2
n27af94aa8aa5aaee--slur--stop--1,n27af94aa8aa5aaee--slur--stop--1,slur,stamp,n27af94aa8aa5aaee
n371ea5126c2d840a--slur--start--1,n371ea5126c2d840a--slur--start--1,slur,stamp,n371ea5126c2d840a
n57a7efe445e4d707--slur--start--1,n57a7efe445e4d707--slur--start--1,slur,stamp,n57a7efe445e4d707
n9c19145a27c7e36b--slur--stop--1,n9c19145a27c7e36b--slur--stop--1,slur,stamp,n9c19145a27c7e36b
ebacfe90f07e41b04,ebacfe90f07e41b04,pedal,md,2
e2b21f53b0c5b6631,e2b21f53b0c5b6631,pedal,md,2
e1281b744f0e5ed8b,e1281b744f0e5ed8b,pedal,md,2
ee824b4801062d646,ee824b4801062d646,pedal,md,2
n99f2337813cb4468--slur--stop--1,n99f2337813cb4468--slur--stop--1,slur,stamp,n99f2337813cb4468
n5d640894b1544f1d--slur--start--1,n5d640894b1544f1d--slur--start--1,slur,stamp,n5d640894b1544f1d
ne91408afb47798ce--slur--start--1,ne91408afb47798ce--slur--start--1,slur,stamp,ne91408afb47798ce
nd03659deb52a0fb3--slur--stop--1,nd03659deb52a0fb3--slur--stop--1,slur,stamp,nd03659deb52a0fb3
e36a716a0ee38009e,e36a716a0ee38009e,pedal,md,2
e927b537ce6c6c931,e927b537ce6c6c931,pedal,md,2
e4becb6bf913c1594,e4becb6bf913c1594,pedal,md,2
n2f5d4a1abb15c92d--tuplet--start--1,n2f5d4a1abb15c92d--tuplet--start--1,tuplet,stamp,n2f5d4a1abb15c92d
n6759ca190837e479--tuplet--stop--1,n6759ca190837e479--tuplet--stop--1,tuplet,stamp,n6759ca190837e479
n60f3ec3843886ac5--slur--start--1,n60f3ec3843886ac5--slur--start--1,slur,stamp,n60f3ec3843886ac5
nc34fc02ac83ddde7--slur--stop--1,nc34fc02ac83ddde7--slur--stop--1,slur,stamp,nc34fc02ac83ddde7
e1d36facd62b159bd,e1d36facd62b159bd,pedal,md,1
e23a77bbae5341045,e23a77bbae5341045,pedal,md,1
e8edc975976d3f655,e8edc975976d3f655,pedal,md,2
e59dc3ac94ba70ea7,e59dc3ac94ba70ea7,pedal,md,2
n7f97529f3c8e512f--slur--stop--1,n7f97529f3c8e512f--slur--stop--1,slur,stamp,n7f97529f3c8e512f
n7f97529f3c8e512f--slur--start--2,n7f97529f3c8e512f--slur--start--2,slur,stamp,n7f97529f3c8e512f
n631dd5027e0c5987--slur--start--1,n631dd5027e0c5987--slur--start--1,slur,stamp,n631dd5027e0c5987
n9aa5701f2a3a5c36--slur--start--1,n9aa5701f2a3a5c36--slur--start--1,slur,stamp,n9aa5701f2a3a5c36
n4534919cc3d5e563--slur--stop--1,n4534919cc3d5e563--slur--stop--1,slur,stamp,n4534919cc3d5e563
e37afd25f716de1fa,e37afd25f716de1fa,pedal,md,2
ed5ab46bfb5cf7ad0,ed5ab46bfb5cf7ad0,pedal,md,2
n8550fe7c9e452877--tie--1,,tie,derive,n8550fe7c9e452877
n8550fe7c9e452877--tied--start--1,n8550fe7c9e452877--tied--start--1,tied,stamp,n8550fe7c9e452877
n8550fe7c9e452877--slur--stop--1,n8550fe7c9e452877--slur--stop--1,slur,stamp,n8550fe7c9e452877
n034a8e234fb39539--tie--1,,tie,derive,n034a8e234fb39539
n034a8e234fb39539--tied--stop--1,n034a8e234fb39539--tied--stop--1,tied,stamp,n034a8e234fb39539
n8778add059030610--slur--start--1,n8778add059030610--slur--start--1,slur,stamp,n8778add059030610
n07f843debd2e7f60--slur--stop--1,n07f843debd2e7f60--slur--stop--1,slur,stamp,n07f843debd2e7f60
n64f1e29dc316e579--slur--start--1,n64f1e29dc316e579--slur--start--1,slur,stamp,n64f1e29dc316e579
nf7c16323fc71111d--slur--stop--1,nf7c16323fc71111d--slur--stop--1,slur,stamp,nf7c16323fc71111d
ee0cb57983df138ed,ee0cb57983df138ed,pedal,md,2
eebc0e862de5bfd82,eebc0e862de5bfd82,pedal,md,2
n067d588bb3656f07--slur--start--1,n067d588bb3656f07--slur--start--1,slur,stamp,n067d588bb3656f07
n2a1ad8e187a47e44--slur--start--1,n2a1ad8e187a47e44--slur--start--1,slur,stamp,n2a1ad8e187a47e44
nbc934cda8df02ed8--slur--stop--1,nbc934cda8df02ed8--slur--stop--1,slur,stamp,nbc934cda8df02ed8
ea228f097d9daee41,ea228f097d9daee41,pedal,md,2
e6cb28b9ba7672794,e6cb28b9ba7672794,pedal,md,2
n4e46bac9572cd6bb--slur--stop--1,n4e46bac9572cd6bb--slur--stop--1,slur,stamp,n4e46bac9572cd6bb
n9fdc12b093c28087--slur--start--1,n9fdc12b093c28087--slur--start--1,slur,stamp,n9fdc12b093c28087
n9fdc12b093c28087--accent--1,,accent,derive,n9fdc12b093c28087
nb13487946b727c00--slur--stop--1,nb13487946b727c00--slur--stop--1,slur,stamp,nb13487946b727c00
nc5d2650bcadbc9a3--slur--start--1,nc5d2650bcadbc9a3--slur--start--1,slur,stamp,nc5d2650bcadbc9a3
n0a809af2d34fe293--slur--stop--1,n0a809af2d34fe293--slur--stop--1,slur,stamp,n0a809af2d34fe293
e35b3ae9fc1cfd143,e35b3ae9fc1cfd143,pedal,md,2
e5821920d78f743c4,e5821920d78f743c4,pedal,md,2
n8218d8d0a1e5f537--slur--stop--1,n8218d8d0a1e5f537--slur--stop--1,slur,stamp,n8218d8d0a1e5f537
n3b63d798c9a07e79--slur--start--1,n3b63d798c9a07e79--slur--start--1,slur,stamp,n3b63d798c9a07e79
n1e64d43fad440421--slur--start--1,n1e64d43fad440421--slur--start--1,slur,stamp,n1e64d43fad440421
n694fed759d6fba05--slur--stop--1,n694fed759d6fba05--slur--stop--1,slur,stamp,n694fed759d6fba05
n5af3339f1e605a29--slur--start--1,n5af3339f1e605a29--slur--start--1,slur,stamp,n5af3339f1e605a29
edeb8e79b96694af4,edeb8e79b96694af4,pedal,md,1
e83ec859ee152f4a7,e83ec859ee152f4a7,pedal,md,1
n7d19ea117f144f51--tuplet--start--1,n7d19ea117f144f51--tuplet--start--1,tuplet,stamp,n7d19ea117f144f51
n3000313e13d8aea9--tuplet--stop--1,n3000313e13d8aea9--tuplet--stop--1,tuplet,stamp,n3000313e13d8aea9
nb875be12161d6c64--slur--stop--1,nb875be12161d6c64--slur--stop--1,slur,stamp,nb875be12161d6c64
n344d059eb178ce68--tie--1,,tie,derive,n344d059eb178ce68
n344d059eb178ce68--tied--start--1,n344d059eb178ce68--tied--start--1,tied,stamp,n344d059eb178ce68
n344d059eb178ce68--slur--start--1,n344d059eb178ce68--slur--start--1,slur,stamp,n344d059eb178ce68
n344d059eb178ce68--accent--1,,accent,derive,n344d059eb178ce68
n2870bbe1510aa6ce--tie--1,,tie,derive,n2870bbe1510aa6ce
n2870bbe1510aa6ce--tied--stop--1,n2870bbe1510aa6ce--tied--stop--1,tied,stamp,n2870bbe1510aa6ce
n2870bbe1510aa6ce--tuplet--start--1,n2870bbe1510aa6ce--tuplet--start--1,tuplet,stamp,n2870bbe1510aa6ce
n3b762be35ae1047e--tuplet--stop--1,n3b762be35ae1047e--tuplet--stop--1,tuplet,stamp,n3b762be35ae1047e
n3b762be35ae1047e--slur--stop--1,n3b762be35ae1047e--slur--stop--1,slur,stamp,n3b762be35ae1047e
n094a6ef8c2df6919--slur--start--1,n094a6ef8c2df6919--slur--start--1,slur,stamp,n094a6ef8c2df6919
nd38baf6845867f66--slur--stop--1,nd38baf6845867f66--slur--stop--1,slur,stamp,nd38baf6845867f66
n1114fdf3d995d633--slur--start--1,n1114fdf3d995d633--slur--start--1,slur,stamp,n1114fdf3d995d633
n7d1afe9ab8963789--slur--stop--1,n7d1afe9ab8963789--slur--stop--1,slur,stamp,n7d1afe9ab8963789
n1a5c5d001dea4820--slur--stop--1,n1a5c5d001dea4820--slur--stop--1,slur,stamp,n1a5c5d001dea4820
e190d7ce74b88d335,e190d7ce74b88d335,pedal,md,1
e00c7a87f17dc10f9,e00c7a87f17dc10f9,pedal,md,2
e6f7cd1cac27c6d7a,e6f7cd1cac27c6d7a,pedal,md,2
e70e20643c7acd1ce,e70e20643c7acd1ce,pedal,md,2
n40cf38c404aeb072--slur--start--1,n40cf38c404aeb072--slur--start--1,slur,stamp,n40cf38c404aeb072
nb003b22741c7309f--tuplet--start--1,nb003b22741c7309f--tuplet--start--1,tuplet,stamp,nb003b22741c7309f
nfe9d9fb37229a24b--tuplet--stop--1,nfe9d9fb37229a24b--tuplet--stop--1,tuplet,stamp,nfe9d9fb37229a24b
n8a40fc43070f0276--slur--start--1,n8a40fc43070f0276--slur--start--1,slur,stamp,n8a40fc43070f0276
n94c6638afdfdb2db--slur--stop--1,n94c6638afdfdb2db--slur--stop--1,slur,stamp,n94c6638afdfdb2db
ea20b663539471a02,ea20b663539471a02,pedal,md,1
ed97bb53e680a2d83,ed97bb53e680a2d83,pedal,md,2
nabe6ae26471f0c44--tie--1,,tie,derive,nabe6ae26471f0c44
nabe6ae26471f0c44--tied--start--1,nabe6ae26471f0c44--tied--start--1,tied,stamp,nabe6ae26471f0c44
nabe6ae26471f0c44--slur--stop--1,nabe6ae26471f0c44--slur--stop--1,slur,stamp,nabe6ae26471f0c44
